tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
XLOC_008172	-	-	XLOC_008172	SNORD115-22	TSS9997	chr15:25206261-25232468	-
XLOC_008173	-	-	XLOC_008173	PWAR4	TSS9998	chr15:25206261-25232468	-
XLOC_008174	-	-	XLOC_008174	SNORD115-24	TSS9999	chr15:25206261-25232468	-
XLOC_008175	-	-	XLOC_008175	SNORD115-25	TSS10000	chr15:25206261-25232468	-
XLOC_008176	-	-	XLOC_008176	SNORD115-26	TSS10001	chr15:25206261-25232468	-
XLOC_008177	-	-	XLOC_008177	SNORD115-27	TSS10002	chr15:25206261-25232468	-
XLOC_008178	-	-	XLOC_008178	SNORD115-28	TSS10003	chr15:25206261-25232468	-
XLOC_008179	-	-	XLOC_008179	SNORD115-43	TSS10004	chr15:25206261-25232468	-
XLOC_008180	-	-	XLOC_008180	SNORD115-30	TSS10005	chr15:25206261-25232468	-
XLOC_008181	-	-	XLOC_008181	SNORD115-31	TSS10006	chr15:25206261-25232468	-
XLOC_008182	-	-	XLOC_008182	SNORD115-32	TSS10007	chr15:25206261-25232468	-
XLOC_008183	-	-	XLOC_008183	SNORD115-33	TSS10008	chr15:25206261-25232468	-
XLOC_008184	-	-	XLOC_008184	SNORD115-35	TSS10009	chr15:25234246-25234328	-
XLOC_008185	-	-	XLOC_008185	SNORD115-43	TSS10010	chr15:25236084-25236166	-
XLOC_008186	-	-	XLOC_008186	SNORD115-37	TSS10011	chr15:25237985-25238067	-
XLOC_008187	-	-	XLOC_008187	SNORD115-38	TSS10012	chr15:25239837-25239919	-
XLOC_008188	-	-	XLOC_008188	SNORD115-39	TSS10013	chr15:25241745-25241827	-
XLOC_008189	-	-	XLOC_008189	SNORD115-40	TSS10014	chr15:25243613-25243695	-
XLOC_008190	-	-	XLOC_008190	SNORD115-41	TSS10015	chr15:25245477-25245559	-
XLOC_008191	-	-	XLOC_008191	SNORD115-42	TSS10016	chr15:25247344-25247426	-
XLOC_008192	-	-	XLOC_008192	SNORD115-43	TSS10017	chr15:25249197-25249279	-
XLOC_008193	-	-	XLOC_008193	SNORD115-44	TSS10018	chr15:25250858-25250940	-
XLOC_008194	-	-	XLOC_008194	SNORD115-45	TSS10019	chr15:25264526-25264579	-
XLOC_008195	-	-	XLOC_008195	SNORD115-46	TSS10020	chr15:25266590-25266661	-
XLOC_008196	-	-	XLOC_008196	SNORD115-47	TSS10021	chr15:25268516-25268549	-
XLOC_008197	-	-	XLOC_008197	SNORD115-48	TSS10022	chr15:25269782-25269858	-
XLOC_008198	-	-	XLOC_008198	SNORD109A	TSS10023	chr15:25278342-25278409	-
XLOC_008199	-	-	XLOC_008199	LOC100128714	TSS10024	chr15:25902359-26053120	-
XLOC_008200	-	-	XLOC_008200	LINC00929	TSS10025	chr15:26115812-26133037	-
XLOC_008201	-	-	XLOC_008201	GABRA5	TSS10026,TSS10027	chr15:26866718-26949210	-
XLOC_008202	-	-	XLOC_008202	GABRG3	TSS10028	chr15:26971281-27533227	-
XLOC_008203	-	-	XLOC_008203	GOLGA8F,GOLGA8G	TSS10029	chr15:28325482-28500841	-
XLOC_008204	-	-	XLOC_008204	MIR4509-1	TSS10030	chr15:28325482-28500841	-
XLOC_008205	-	-	XLOC_008205	HERC2P9	TSS10031	chr15:28654441-28685264	-
XLOC_008206	-	-	XLOC_008206	WHAMMP2	TSS10032	chr15:28737582-28758362	-
XLOC_008207	-	-	XLOC_008207	LOC100289656	TSS10033	chr15:28788242-28789392	-
XLOC_008208	-	-	XLOC_008208	PDCD6IPP2	TSS10034	chr15:28789833-28856574	-
XLOC_008209	-	-	XLOC_008209	APBA2	TSS10035	chr15:28921636-29118313	-
XLOC_008210	-	-	XLOC_008210	GOLGA8J	TSS10036	chr15:30082954-30096701	-
XLOC_008211	-	-	XLOC_008211	ULK4P1,ULK4P3	TSS10037,TSS10038	chr15:30103546-30131745	-
XLOC_008212	-	-	XLOC_008212	GOLGA8T	TSS10039	chr15:30135786-30147192	-
XLOC_008213	-	-	XLOC_008213	DKFZP434L187	TSS10040	chr15:30196035-30214540	-
XLOC_008214	-	-	XLOC_008214	ULK4P1	TSS10041	chr15:30572554-30600708	-
XLOC_008215	-	-	XLOC_008215	GOLGA8H,GOLGA8IP,GOLGA8N	TSS10042	chr15:30604029-30617900	-
XLOC_008216	-	-	XLOC_008216	ARHGAP11B	TSS10043	chr15:30626675-30638810	-
XLOC_008217	-	-	XLOC_008217	LOC100288637	TSS10044,TSS10045	chr15:30646114-30773006	-
XLOC_008218	-	-	XLOC_008218	HERC2P10	TSS10046	chr15:30818035-30827783	-
XLOC_008219	-	-	XLOC_008219	FAN1	TSS10047	chr15:30903851-30991604	-
XLOC_008220	-	-	XLOC_008220	KLF13	TSS10048	chr15:31326854-31435665	-
XLOC_008221	-	-	XLOC_008221	CHRNA7	TSS10049	chr15:31483125-32435049	-
XLOC_008222	-	-	XLOC_008222	LOC100996255	TSS10050	chr15:32536758-32580609	-
XLOC_008223	-	-	XLOC_008223	GOLGA8N	TSS10051	chr15:32593455-32607310	-
XLOC_008224	-	-	XLOC_008224	ARHGAP11A,ARHGAP11B	TSS10052,TSS10053,TSS10054	chr15:32615143-32639949	-
XLOC_008225	-	-	XLOC_008225	SCG5	TSS10055	chr15:32641668-32697097	-
XLOC_008226	-	-	XLOC_008226	GREM1	TSS10056	chr15:32718003-32734669	-
XLOC_008227	-	-	XLOC_008227	RYR3	TSS10057	chr15:33310961-33866103	-
XLOC_008228	-	-	XLOC_008228	CHRM5	TSS10058	chr15:33866226-34065086	-
XLOC_008229	-	-	XLOC_008229	PGBD4	TSS10059	chr15:34102072-34104390	-
XLOC_008230	-	-	XLOC_008230	EMC4	TSS10060	chr15:34224996-34338064	-
XLOC_008231	-	-	XLOC_008231	NUTM1	TSS10061	chr15:34343314-34357737	-
XLOC_008232	-	-	XLOC_008232	LOC101928174	TSS10062	chr15:34755083-34812923	-
XLOC_008233	-	-	XLOC_008233	ANP32AP1	TSS10063	chr15:35237325-35238063	-
XLOC_008234	-	-	XLOC_008234	DPH6-AS1	TSS10064	chr15:35370968-35859001	-
XLOC_008235	-	-	XLOC_008235	MIR4510	TSS10065	chr15:35926855-35926923	-
XLOC_008236	-	-	XLOC_008236	C15orf41	TSS10066,TSS10067	chr15:36579602-36818506	-
XLOC_008237	-	-	XLOC_008237	TMCO5A	TSS10068	chr15:37934606-37951422	-
XLOC_008238	-	-	XLOC_008238	LOC101928227	TSS10069	chr15:38040392-38062340	-
XLOC_008239	-	-	XLOC_008239	SPRED1	TSS10070	chr15:38252850-38357249	-
XLOC_008240	-	-	XLOC_008240	FAM98B	TSS10071	chr15:38454126-38487710	-
XLOC_008241	-	-	XLOC_008241	C15orf53	TSS10072	chr15:38696597-38700038	-
XLOC_008242	-	-	XLOC_008242	C15orf54	TSS10073	chr15:39250668-39254842	-
XLOC_008243	-	-	XLOC_008243	THBS1	TSS10074	chr15:39581078-39598921	-
XLOC_008244	-	-	XLOC_008244	EIF2AK4	TSS10075	chr15:39934123-40035596	-
XLOC_008245	-	-	XLOC_008245	SRP14-AS1	TSS10076	chr15:40039310-40067509	-
XLOC_008246	-	-	XLOC_008246	BUB1B,BUB1B-PAK6,PAK6	TSS10077,TSS10078,TSS10079,TSS10080,TSS10081	chr15:40161008-40277487	-
XLOC_008247	-	-	XLOC_008247	INAFM2	TSS10082	chr15:40324055-40326715	-
XLOC_008248	-	-	XLOC_008248	PHGR1	TSS10083	chr15:40351032-40356433	-
XLOC_008249	-	-	XLOC_008249	DISP2	TSS10084	chr15:40358234-40371056	-
XLOC_008250	-	-	XLOC_008250	KNSTRN	TSS10085	chr15:40382720-40394288	-
XLOC_008251	-	-	XLOC_008251	IVD	TSS10086	chr15:40405484-40421313	-
XLOC_008252	-	-	XLOC_008252	BAHD1	TSS10087,TSS10088	chr15:40439720-40468242	-
XLOC_008253	-	-	XLOC_008253	CHST14	TSS10089	chr15:40470960-40473158	-
XLOC_008254	-	-	XLOC_008254	RPUSD2	TSS10090	chr15:40569292-40574694	-
XLOC_008255	-	-	XLOC_008255	CASC5	TSS10091	chr15:40594248-40662683	-
XLOC_008256	-	-	XLOC_008256	RAD51	TSS10092	chr15:40695128-40732158	-
XLOC_008257	-	-	XLOC_008257	GCHFR	TSS10093	chr15:40764086-40767713	-
XLOC_008258	-	-	XLOC_008258	C15orf62	TSS10094	chr15:40767868-40814569	-
XLOC_008259	-	-	XLOC_008259	ZFYVE19	TSS10095	chr15:40767868-40814569	-
XLOC_008260	-	-	XLOC_008260	SPINT1	TSS10096,TSS10097	chr15:40844047-40857655	-
XLOC_008261	-	-	XLOC_008261	VPS18	TSS10098	chr15:40894429-40903975	-
XLOC_008262	-	-	XLOC_008262	DLL4	TSS10099	chr15:40929332-40939060	-
XLOC_008263	-	-	XLOC_008263	CHAC1	TSS10100	chr15:40953437-40956519	-
XLOC_008264	-	-	XLOC_008264	CHP1	TSS10101	chr15:41231238-41281885	-
XLOC_008265	-	-	XLOC_008265	OIP5-AS1	TSS10102	chr15:41284002-41299597	-
XLOC_008266	-	-	XLOC_008266	NUSAP1	TSS10103	chr15:41332693-41381050	-
XLOC_008267	-	-	XLOC_008267	RTF1	TSS10104	chr15:41417103-41483563	-
XLOC_008268	-	-	XLOC_008268	ITPKA	TSS10105	chr15:41493857-41503559	-
XLOC_008269	-	-	XLOC_008269	TYRO3	TSS10106	chr15:41559021-41579338	-
XLOC_008270	-	-	XLOC_008270	MGA	TSS10107	chr15:41660411-41769943	-
XLOC_008271	-	-	XLOC_008271	MIR626	TSS10108	chr15:41660411-41769943	-
XLOC_008272	-	-	XLOC_008272	MAPKBP1	TSS10109	chr15:41774433-41827855	-
XLOC_008273	-	-	XLOC_008273	JMJD7,JMJD7-PLA2G4B,PLA2G4B	TSS10110,TSS10111	chr15:41828084-41894077	-
XLOC_008274	-	-	XLOC_008274	EHD4-AS1	TSS10112	chr15:41899440-41972557	-
XLOC_008275	-	-	XLOC_008275	PLA2G4E-AS1	TSS10113	chr15:41972762-42050703	-
XLOC_008276	-	-	XLOC_008276	GANC	TSS10114,TSS10115	chr15:42273657-42353666	-
XLOC_008277	-	-	XLOC_008277	CAPN3	TSS10116,TSS10117,TSS10118	chr15:42359499-42412317	-
XLOC_008278	-	-	XLOC_008278	SNAP23	TSS10119	chr15:42495305-42533061	-
XLOC_008279	-	-	XLOC_008279	HAUS2	TSS10120	chr15:42548812-42569992	-
XLOC_008280	-	-	XLOC_008280	STARD9	TSS10121	chr15:42575658-42720998	-
XLOC_008281	-	-	XLOC_008281	TMEM62	TSS10122	chr15:43133523-43185143	-
XLOC_008282	-	-	XLOC_008282	CCNDBP1	TSS10123	chr15:43185267-43197177	-
XLOC_008283	-	-	XLOC_008283	ADAL	TSS10124	chr15:43327775-43354555	-
XLOC_008284	-	-	XLOC_008284	TUBGCP4	TSS10125	chr15:43371058-43407096	-
XLOC_008285	-	-	XLOC_008285	MAP1A	TSS10126	chr15:43517607-43531620	-
XLOC_008286	-	-	XLOC_008286	CKMT1B	TSS10127	chr15:43593053-43599406	-
XLOC_008287	-	-	XLOC_008287	CKMT1A	TSS10128	chr15:43692885-43699222	-
XLOC_008288	-	-	XLOC_008288	PDIA3	TSS10129	chr15:43746391-43802571	-
XLOC_008289	-	-	XLOC_008289	HYPK,SERF2,SERF2-C15ORF63	TSS10130,TSS10131,TSS10132,TSS10133,TSS10134	chr15:43746391-43802571	-
XLOC_008290	-	-	XLOC_008290	WDR76	TSS10135	chr15:43826913-43868419	-
XLOC_008291	-	-	XLOC_008291	CASC4	TSS10136	chr15:44288710-44415761	-
XLOC_008292	-	-	XLOC_008292	CTDSPL2	TSS10137	chr15:44427380-44527231	-
XLOC_008293	-	-	XLOC_008293	EIF3J	TSS10138	chr15:44537067-44663678	-
XLOC_008294	-	-	XLOC_008294	B2M	TSS10139	chr15:44711486-44718159	-
XLOC_008295	-	-	XLOC_008295	LOC100419583	TSS10140	chr15:44728987-44732851	-
XLOC_008296	-	-	XLOC_008296	TRIM69	TSS10141	chr15:44736361-44767829	-
XLOC_008297	-	-	XLOC_008297	C15orf43	TSS10142	chr15:44956701-44979223	-
XLOC_008298	-	-	XLOC_008298	SORD	TSS10143	chr15:45023103-45075089	-
XLOC_008299	-	-	XLOC_008299	DUOXA2	TSS10144	chr15:45114324-45129877	-
XLOC_008300	-	-	XLOC_008300	DUOX1	TSS10145	chr15:45129993-45165578	-
XLOC_008301	-	-	XLOC_008301	SLC28A2	TSS10146	chr15:45251580-45279222	-
XLOC_008302	-	-	XLOC_008302	SPATA5L1	TSS10147	chr15:45402320-45421418	-
XLOC_008303	-	-	XLOC_008303	C15orf48,MIR147B	TSS10148,TSS10149	chr15:45430528-45433449	-
XLOC_008304	-	-	XLOC_008304	HMGN2P46	TSS10150	chr15:45482480-45556730	-
XLOC_008305	-	-	XLOC_008305	BLOC1S6	TSS10151,TSS10152,TSS10153	chr15:45587122-45609716	-
XLOC_008306	-	-	XLOC_008306	SQRDL	TSS10154,TSS10155	chr15:45631147-45691294	-
XLOC_008307	-	-	XLOC_008307	SEMA6D	TSS10156,TSS10157	chr15:47184205-47774223	-
XLOC_008308	-	-	XLOC_008308	SLC24A5	TSS10158	chr15:48120971-48178361	-
XLOC_008309	-	-	XLOC_008309	CTXN2	TSS10159	chr15:48191669-48203754	-
XLOC_008310	-	-	XLOC_008310	SLC12A1	TSS10160	chr15:48206300-48304078	-
XLOC_008311	-	-	XLOC_008311	DUT	TSS10161,TSS10162	chr15:48331423-48343373	-
XLOC_008312	-	-	XLOC_008312	EID1	TSS10163	chr15:48823736-48963444	-
XLOC_008313	-	-	XLOC_008313	GALK2	TSS10164,TSS10165	chr15:49155758-49620921	-
XLOC_008314	-	-	XLOC_008314	NDUFAF4P1	TSS10166	chr15:49155758-49620921	-
XLOC_008315	-	-	XLOC_008315	FGF7	TSS10167	chr15:49155758-49620921	-
XLOC_008316	-	-	XLOC_008316	DTWD1	TSS10168	chr15:49621028-49645136	-
XLOC_008317	-	-	XLOC_008317	SLC27A2	TSS10169	chr15:50182195-50236392	-
XLOC_008318	-	-	XLOC_008318	GABPB1-AS1	TSS10170	chr15:50277191-50358306	-
XLOC_008319	-	-	XLOC_008319	MIR4712	TSS10171	chr15:50360328-50360410	-
XLOC_008320	-	-	XLOC_008320	USP8	TSS10172	chr15:50424376-50546705	-
XLOC_008321	-	-	XLOC_008321	AP4E1	TSS10173	chr15:50908671-51005900	-
XLOC_008322	-	-	XLOC_008322	DCAF13P3	TSS10174	chr15:50908671-51005900	-
XLOC_008323	-	-	XLOC_008323	MIR4713	TSS10175	chr15:51208056-51338598	-
XLOC_008324	-	-	XLOC_008324	MIR7973-1	TSS10176	chr15:51208056-51338598	-
XLOC_008325	-	-	XLOC_008325	GLDN	TSS10177	chr15:51341515-51408012	-
XLOC_008326	-	-	XLOC_008326	SCG3	TSS10178	chr15:51681352-51721026	-
XLOC_008327	-	-	XLOC_008327	TMOD2	TSS10179	chr15:51751560-51816361	-
XLOC_008328	-	-	XLOC_008328	TMOD3	TSS10180	chr15:51829627-51912134	-
XLOC_008329	-	-	XLOC_008329	MAPK6	TSS10181	chr15:52019213-52066265	-
XLOC_008330	-	-	XLOC_008330	LOC100129973	TSS10182	chr15:52120925-52295798	-
XLOC_008331	-	-	XLOC_008331	UNC13C	TSS10183	chr15:54012903-54628608	-
XLOC_008332	-	-	XLOC_008332	PIGB	TSS10184	chr15:55317183-55508234	-
XLOC_008333	-	-	XLOC_008333	C15orf65	TSS10185	chr15:55317183-55508234	-
XLOC_008334	-	-	XLOC_008334	TEX9	TSS10186	chr15:56365423-56465137	-
XLOC_008335	-	-	XLOC_008335	TCF12	TSS10187,TSS10188	chr15:56918634-57288532	-
XLOC_008336	-	-	XLOC_008336	LINC00926	TSS10189	chr15:57300364-57307769	-
XLOC_008337	-	-	XLOC_008337	LINC01413	TSS10190	chr15:57319137-57325039	-
XLOC_008338	-	-	XLOC_008338	CGNL1	TSS10191	chr15:57376504-57550727	-
XLOC_008339	-	-	XLOC_008339	GCOM1,MYZAP,POLR2M	TSS10192,TSS10193	chr15:57591903-57717557	-
XLOC_008340	-	-	XLOC_008340	AQP9	TSS10194	chr15:58138208-58185911	-
XLOC_008341	-	-	XLOC_008341	LIPC	TSS10195	chr15:58431975-58568874	-
XLOC_008342	-	-	XLOC_008342	FAM63B	TSS10196	chr15:58771193-58857535	-
XLOC_008343	-	-	XLOC_008343	RNF111	TSS10197,TSS10198	chr15:58987665-59097419	-
XLOC_008344	-	-	XLOC_008344	CCNB2	TSS10199	chr15:59105084-59125045	-
XLOC_008345	-	-	XLOC_008345	LDHAL6B	TSS10200	chr15:59135968-59372872	-
XLOC_008346	-	-	XLOC_008346	FAM81A	TSS10201	chr15:59438172-59523552	-
XLOC_008347	-	-	XLOC_008347	GCNT3	TSS10202	chr15:59611782-59620011	-
XLOC_008348	-	-	XLOC_008348	FOXB1	TSS10203	chr15:60004221-60005943	-
XLOC_008349	-	-	XLOC_008349	RORA-AS1	TSS10204	chr15:60479177-61229303	-
XLOC_008350	-	-	XLOC_008350	RORA-AS2	TSS10205	chr15:60479177-61229303	-
XLOC_008351	-	-	XLOC_008351	C2CD4A	TSS10206	chr15:62066976-62070917	-
XLOC_008352	-	-	XLOC_008352	MIR6085	TSS10207	chr15:62343028-62343138	-
XLOC_008353	-	-	XLOC_008353	TLN2	TSS10208	chr15:62647310-62844630	-
XLOC_008354	-	-	XLOC_008354	MIR190A	TSS10209	chr15:62647310-62844630	-
XLOC_008355	-	-	XLOC_008355	TPM1	TSS10210,TSS10211	chr15:63042638-63071914	-
XLOC_008356	-	-	XLOC_008356	LACTB	TSS10212	chr15:63121799-63142065	-
XLOC_008357	-	-	XLOC_008357	RAB8B	TSS10213	chr15:63189528-63267774	-
XLOC_008358	-	-	XLOC_008358	APH1B	TSS10214	chr15:63277549-63309126	-
XLOC_008359	-	-	XLOC_008359	LOC102723344	TSS10215	chr15:63390229-63437536	-
XLOC_008360	-	-	XLOC_008360	USP3	TSS10216	chr15:63504510-63602421	-
XLOC_008361	-	-	XLOC_008361	FBXL22	TSS10217	chr15:63504510-63602421	-
XLOC_008362	-	-	XLOC_008362	LOC101928988	TSS10218	chr15:63907035-64046322	-
XLOC_008363	-	-	XLOC_008363	SNX1	TSS10219	chr15:64095883-64144234	-
XLOC_008364	-	-	XLOC_008364	SNX22	TSS10220	chr15:64151716-64163155	-
XLOC_008365	-	-	XLOC_008365	TRIP4	TSS10221	chr15:64387803-64455303	-
XLOC_008366	-	-	XLOC_008366	ZNF609	TSS10222	chr15:64499419-64686067	-
XLOC_008367	-	-	XLOC_008367	PLEKHO2	TSS10223	chr15:64841882-64868002	-
XLOC_008368	-	-	XLOC_008368	ANKDD1A	TSS10224	chr15:64911901-64958699	-
XLOC_008369	-	-	XLOC_008369	SLC51B	TSS10225	chr15:65045369-65068112	-
XLOC_008370	-	-	XLOC_008370	KBTBD13	TSS10226	chr15:65076815-65079938	-
XLOC_008371	-	-	XLOC_008371	RNU5A-1	TSS10227	chr15:65296050-65296167	-
XLOC_008372	-	-	XLOC_008372	RNU5B-1	TSS10228	chr15:65304676-65304793	-
XLOC_008373	-	-	XLOC_008373	HACD3	TSS10229	chr15:65530488-65578355	-
XLOC_008374	-	-	XLOC_008374	SLC24A1	TSS10230,TSS10231,TSS10232,TSS10233	chr15:65611404-65792293	-
XLOC_008375	-	-	XLOC_008375	RAB11A	TSS10234	chr15:65869458-65891991	-
XLOC_008376	-	-	XLOC_008376	MIR4311	TSS10235	chr15:65895295-66253737	-
XLOC_008377	-	-	XLOC_008377	DIS3L	TSS10236,TSS10237	chr15:66293294-66333898	-
XLOC_008378	-	-	XLOC_008378	MAP2K1	TSS10238	chr15:66386872-66497808	-
XLOC_008379	-	-	XLOC_008379	ZWILCH	TSS10239	chr15:66505082-66565979	-
XLOC_008380	-	-	XLOC_008380	LINC01169	TSS10240	chr15:66582189-66685798	-
XLOC_008381	-	-	XLOC_008381	SMAD6	TSS10241	chr15:66702335-66781999	-
XLOC_008382	-	-	XLOC_008382	SMAD3	TSS10242,TSS10243,TSS10244,TSS10245	chr15:67065856-67195195	-
XLOC_008383	-	-	XLOC_008383	IQCH	TSS10246	chr15:67200674-67527303	-
XLOC_008384	-	-	XLOC_008384	C15orf61	TSS10247	chr15:67200674-67527303	-
XLOC_008385	-	-	XLOC_008385	MAP2K5	TSS10248,TSS10249	chr15:67542682-67807117	-
XLOC_008386	-	-	XLOC_008386	SKOR1	TSS10250	chr15:67819703-67833836	-
XLOC_008387	-	-	XLOC_008387	PIAS1	TSS10251	chr15:68054233-68188066	-
XLOC_008388	-	-	XLOC_008388	FEM1B	TSS10252	chr15:68277802-68295865	-
XLOC_008389	-	-	XLOC_008389	CORO2B	TSS10253,TSS10254,TSS10255	chr15:68578968-68727805	-
XLOC_008390	-	-	XLOC_008390	NOX5,SPESP1	TSS10256,TSS10257	chr15:68930499-69057161	-
XLOC_008391	-	-	XLOC_008391	EWSAT1	TSS10258	chr15:69080849-69095823	-
XLOC_008392	-	-	XLOC_008392	GLCE	TSS10259	chr15:69160633-69272205	-
XLOC_008393	-	-	XLOC_008393	PAQR5	TSS10260,TSS10261	chr15:69298954-69448427	-
XLOC_008394	-	-	XLOC_008394	KIF23	TSS10262	chr15:69298954-69448427	-
XLOC_008395	-	-	XLOC_008395	RPLP1	TSS10263	chr15:69452819-69455545	-
XLOC_008396	-	-	XLOC_008396	DRAIC	TSS10264	chr15:69561719-69571440	-
XLOC_008397	-	-	XLOC_008397	PCAT29	TSS10265	chr15:69592199-69695751	-
XLOC_008398	-	-	XLOC_008398	LINC00593	TSS10266	chr15:69835233-69842967	-
XLOC_008399	-	-	XLOC_008399	SALRNA3	TSS10267	chr15:70615546-70616567	-
XLOC_008400	-	-	XLOC_008400	SALRNA2	TSS10268	chr15:70635248-70637314	-
XLOC_008401	-	-	XLOC_008401	LRRC49	TSS10269,TSS10270	chr15:70831523-71050097	-
XLOC_008402	-	-	XLOC_008402	THSD4	TSS10271,TSS10272	chr15:71141448-71783383	-
XLOC_008403	-	-	XLOC_008403	NR2E3	TSS10273	chr15:71810547-71818256	-
XLOC_008404	-	-	XLOC_008404	SENP8	TSS10274,TSS10275,TSS10276	chr15:71826019-72140970	-
XLOC_008405	-	-	XLOC_008405	HEXA-AS1	TSS10277	chr15:72343436-72378788	-
XLOC_008406	-	-	XLOC_008406	TMEM202	TSS10278	chr15:72398326-72408367	-
XLOC_008407	-	-	XLOC_008407	ARIH1	TSS10279	chr15:72474325-72586555	-
XLOC_008408	-	-	XLOC_008408	MIR630	TSS10280	chr15:72587216-72587313	-
XLOC_008409	-	-	XLOC_008409	GOLGA6B	TSS10281	chr15:72654696-72667397	-
XLOC_008410	-	-	XLOC_008410	BBS4	TSS10282	chr15:72686178-72738476	-
XLOC_008411	-	-	XLOC_008411	ADPGK-AS1	TSS10283	chr15:72751366-72798199	-
XLOC_008412	-	-	XLOC_008412	NEO1	TSS10284	chr15:73052483-73305206	-
XLOC_008413	-	-	XLOC_008413	REC114	TSS10285	chr15:73443157-73633412	-
XLOC_008414	-	-	XLOC_008414	CD276	TSS10286	chr15:73684280-73714518	-
XLOC_008415	-	-	XLOC_008415	C15orf59-AS1	TSS10287,TSS10288	chr15:73768085-73769802	-
XLOC_008416	-	-	XLOC_008416	TBC1D21	TSS10289	chr15:73873585-73889214	-
XLOC_008417	-	-	XLOC_008417	LOXL1	TSS10290	chr15:73917467-73952137	-
XLOC_008418	-	-	XLOC_008418	PML	TSS10291	chr15:73994672-74047814	-
XLOC_008419	-	-	XLOC_008419	ISLR2	TSS10292,TSS10293,TSS10294,TSS10295	chr15:74129373-74136802	-
XLOC_008420	-	-	XLOC_008420	ISLR	TSS10296,TSS10297	chr15:74173745-74176871	-
XLOC_008421	-	-	XLOC_008421	CCDC33	TSS10298,TSS10299	chr15:74236288-74336141	-
XLOC_008422	-	-	XLOC_008422	LOC729739	TSS10300	chr15:74337761-74367740	-
XLOC_008423	-	-	XLOC_008423	UBL7-AS1	TSS10301	chr15:74461264-74481292	-
XLOC_008424	-	-	XLOC_008424	ARID3B	TSS10302	chr15:74541176-74598131	-
XLOC_008425	-	-	XLOC_008425	CLK3	TSS10303,TSS10304	chr15:74608371-74630201	-
XLOC_008426	-	-	XLOC_008426	CYP1A2	TSS10305	chr15:74748842-74756600	-
XLOC_008427	-	-	XLOC_008427	CSK	TSS10306	chr15:74782083-74803198	-
XLOC_008428	-	-	XLOC_008428	LMAN1L	TSS10307	chr15:74812852-74825758	-
XLOC_008429	-	-	XLOC_008429	CPLX3	TSS10308	chr15:74826609-74831795	-
XLOC_008430	-	-	XLOC_008430	MPI	TSS10309	chr15:74890010-74899457	-
XLOC_008431	-	-	XLOC_008431	SCAMP5	TSS10310	chr15:74995534-75021495	-
XLOC_008432	-	-	XLOC_008432	PPCDC	TSS10311,TSS10312	chr15:75023554-75050726	-
XLOC_008433	-	-	XLOC_008433	C15orf39	TSS10313	chr15:75201879-75212169	-
XLOC_008434	-	-	XLOC_008434	GOLGA6C	TSS10314	chr15:75258557-75273455	-
XLOC_008435	-	-	XLOC_008435	GOLGA6D	TSS10315	chr15:75282840-75295807	-
XLOC_008436	-	-	XLOC_008436	COMMD4	TSS10316	chr15:75335995-75341927	-
XLOC_008437	-	-	XLOC_008437	NEIL1	TSS10317,TSS10318	chr15:75346989-75355251	-
XLOC_008438	-	-	XLOC_008438	SNX33	TSS10319	chr15:75649006-75658627	-
XLOC_008439	-	-	XLOC_008439	ODF3L1	TSS10320	chr15:75723977-75740077	-
XLOC_008440	-	-	XLOC_008440	UBE2Q2	TSS10321,TSS10322	chr15:75843285-75901047	-
XLOC_008441	-	-	XLOC_008441	FBXO22	TSS10323	chr15:75903858-75935267	-
XLOC_008442	-	-	XLOC_008442	TMEM266	TSS10324	chr15:76059957-76204963	-
XLOC_008443	-	-	XLOC_008443	ISL2	TSS10325	chr15:76336723-76342475	-
XLOC_008444	-	-	XLOC_008444	MIR3713	TSS10326	chr15:76348185-76883876	-
XLOC_008445	-	-	XLOC_008445	RCN2	TSS10327	chr15:76931620-76950260	-
XLOC_008446	-	-	XLOC_008446	PSTPIP1	TSS10328	chr15:76995123-77037330	-
XLOC_008447	-	-	XLOC_008447	HMG20A	TSS10329	chr15:77420650-77485603	-
XLOC_008448	-	-	XLOC_008448	LINGO1-AS1	TSS10330	chr15:77613023-77820900	-
XLOC_008449	-	-	XLOC_008449	LINGO1-AS2	TSS10331	chr15:77613023-77820900	-
XLOC_008450	-	-	XLOC_008450	SH2D7	TSS10332	chr15:78092584-78104051	-
XLOC_008451	-	-	XLOC_008451	IDH3A	TSS10333	chr15:78149376-78170542	-
XLOC_008452	-	-	XLOC_008452	DNAJA4	TSS10334,TSS10335,TSS10336	chr15:78264144-78282196	-
XLOC_008453	-	-	XLOC_008453	CRABP1	TSS10337	chr15:78340323-78348230	-
XLOC_008454	-	-	XLOC_008454	IREB2	TSS10338	chr15:78438175-78501456	-
XLOC_008455	-	-	XLOC_008455	HYKK	TSS10339	chr15:78507563-78537373	-
XLOC_008456	-	-	XLOC_008456	PSMA4	TSS10340	chr15:78540404-78549221	-
XLOC_008457	-	-	XLOC_008457	CHRNA5	TSS10341	chr15:78565519-78621295	-
XLOC_008458	-	-	XLOC_008458	LOC646938	TSS10342	chr15:78752036-78753392	-
XLOC_008459	-	-	XLOC_008459	MORF4L1	TSS10343,TSS10344	chr15:78872780-78897739	-
XLOC_008460	-	-	XLOC_008460	MIR184	TSS10345	chr15:79191706-79298239	-
XLOC_008461	-	-	XLOC_008461	ANKRD34C	TSS10346	chr15:79191706-79298239	-
